candidate_id,候选名称,候选层级,数字员工候选,三宝Preset候选,业务价值类型,问题类型,主核心能力,包含skill数,平均置信度,优先级,代表技能,建议下一步,复核原因
SANBAO-536c8c79-评估验证,风险与合规 × 评估验证 Preset 候选｜评估验证｜DiD/因果推断,原子技能组候选,待人工命名,风险与合规 × 评估验证 Preset 候选,风险与合规,评估验证,DiD/因果推断,3,0.95,P2-可评审,p2s-interference-spillover-correction；p2s-interference-spillover-correction；sox-testing,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-d48440cc-评估验证,风险与合规 × 评估验证 Preset 候选｜评估验证｜NLP/情感分析,待复核资产池,待人工命名,风险与合规 × 评估验证 Preset 候选,风险与合规,评估验证,NLP/情感分析,5,0.926,P3-先补证,可用性测试；doubao-product-manager；doubao-product-manager；doubao-product-manager；doubao-product-manager,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-fe759909-评估验证,合规治理 Preset｜评估验证｜优化/运筹,待复核资产池,合规与风险审查员,合规治理 Preset,风险与合规,评估验证,优化/运筹,19,0.932,P3-先补证,doubao-pc-optimizer；doubao-pc-optimizer；fastapi-vue-fullstack-dev；hardware-security；hardware-security；hardware-security；hardware-security；hardware-security,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-ef2a5cc3-评估验证,风险与合规 × 评估验证 Preset 候选｜评估验证｜RAG/知识检索,原子技能候选,待人工命名,风险与合规 × 评估验证 Preset 候选,风险与合规,评估验证,RAG/知识检索,1,0.9,P2-可评审,eval-gen,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-32ccdb01-评估验证,风险与合规 × 评估验证 Preset 候选｜评估验证｜知识图谱/本体建模,原子技能候选,待人工命名,风险与合规 × 评估验证 Preset 候选,风险与合规,评估验证,知识图谱/本体建模,1,0.93,P2-可评审,git-workflow-and-versioning,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-908f1527-评估验证,合规治理 Preset｜评估验证｜实验/评估,待复核资产池,合规与风险审查员,合规治理 Preset,风险与合规,评估验证,实验/评估,6,0.873,P3-先补证,skill-criticagent；xmind-arena-universal；brainstorm-experiments-existing；brainstorm-experiments-existing；strategy-advisor；strategy-advisor,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-bfef1036-治理合规,风险与合规 × 治理合规 Preset 候选｜治理合规｜DiD/因果推断,Preset/数字员工能力池候选,待人工命名,风险与合规 × 治理合规 Preset 候选,风险与合规,治理合规,DiD/因果推断,37,0.933,P1-优先工作流/Preset,p2s-agenttrust-runtime-safety-interception；p2s-agenttrust-runtime-safety-interception；p2s-ato-spatio-temporal-graph；p2s-ato-spatio-temporal-graph；p2s-causal-representation-learning；p2s-causal-representation-learning；p2s-causal-time-series-forecasting-gcf；p2s-causal-time-series-forecasting-gcf,进入业务价值与场景边界评审：确认输入、输出、责任人、验收证据和上下游关系。,可进入下一轮业务聚类评审
SANBAO-38f397b8-治理合规,合规治理 Preset｜治理合规｜NLP/情感分析,Preset/数字员工能力池候选,合规与风险审查员,合规治理 Preset,风险与合规,治理合规,NLP/情感分析,114,0.944,P1-优先工作流/Preset,digital-life；doubao-compliance-assessment-public；doubao-compliance-assessment-public；doubao-compliance-assessment-public；doubao-compliance-assessment-public；doubao-dpa-drafter；doubao-dpa-drafter；doubao-dpa-drafter,进入业务价值与场景边界评审：确认输入、输出、责任人、验收证据和上下游关系。,可进入下一轮业务聚类评审
SANBAO-dfc08437-治理合规,风险与合规 × 治理合规 Preset 候选｜治理合规｜预测建模,Preset/数字员工能力池候选,待人工命名,风险与合规 × 治理合规 Preset 候选,风险与合规,治理合规,预测建模,65,0.95,P1-优先工作流/Preset,p2s-ai-explainability-consumer-trust；p2s-ai-explainability-consumer-trust；p2s-amazon-payment-cycle-forecast；p2s-amazon-payment-cycle-forecast；p2s-bayesian-hyperparameter-optimization；p2s-bayesian-hyperparameter-optimization；p2s-carbon-footprint-ml-model；p2s-carbon-footprint-ml-model,进入业务价值与场景边界评审：确认输入、输出、责任人、验收证据和上下游关系。,可进入下一轮业务聚类评审
SANBAO-ad185ab4-治理合规,风险与合规 × 治理合规 Preset 候选｜治理合规｜优化/运筹,待复核资产池,待人工命名,风险与合规 × 治理合规 Preset 候选,风险与合规,治理合规,优化/运筹,144,0.93,P3-先补证,AI产品设计师；AI产品设计师；doubao-product-qa；doubao-product-qa；doubao-product-qa；doubao-product-qa；doubao-wealth-planning；doubao-wealth-planning,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-723a0781-治理合规,风险与合规 × 治理合规 Preset 候选｜治理合规｜RAG/知识检索,场景工作流候选,待人工命名,风险与合规 × 治理合规 Preset 候选,风险与合规,治理合规,RAG/知识检索,22,0.944,P3-先补字段,p2s-counterfeit-detection-supply-chain；p2s-counterfeit-detection-supply-chain；p2s-counterfeit-product-visual-detection；p2s-counterfeit-product-visual-detection；p2s-hts-agentic-tariff-classification；p2s-hts-agentic-tariff-classification；p2s-ip-trademark-brand-monitoring；p2s-ip-trademark-brand-monitoring,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-207e0506-治理合规,合规治理 Preset｜治理合规｜知识图谱/本体建模,待复核资产池,合规与风险审查员,合规治理 Preset,风险与合规,治理合规,知识图谱/本体建模,35,0.912,P3-先补证,ecom-compliance-manager；linkfox-ruiguan-gun-parts-search；p2s-ai-product-safety-certification；p2s-ai-product-safety-certification；p2s-cross-border-payment-fraud-detection；p2s-cross-border-payment-fraud-detection；p2s-gnn-fraud-detection；p2s-gnn-fraud-detection,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,1 条源文件不可稳定读取
SANBAO-2a63c79a-治理合规,合规治理 Preset｜治理合规｜视觉/多模态,待复核资产池,合规与风险审查员,合规治理 Preset,风险与合规,治理合规,视觉/多模态,19,0.849,P3-先补证,clinical-reports；invoice-generator；spec-kit；k8s-security-policies；mtls-configuration；twilio-security-compliance-hipaa；apple-notes；twilio-sendgrid-webhooks,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-1d42ad48-治理合规,合规治理 Preset｜治理合规｜实验/评估,Preset/数字员工能力池候选,合规与风险审查员,合规治理 Preset,风险与合规,治理合规,实验/评估,44,0.943,P1-优先工作流/Preset,fund-risk-analyzer；p2s-algorithmic-accountability-audit；p2s-algorithmic-accountability-audit；p2s-california-prop65-label-check；p2s-california-prop65-label-check；p2s-cleanroom-audience-collaboration；p2s-cleanroom-audience-collaboration；p2s-dangerous-goods-dg-classification,进入业务价值与场景边界评审：确认输入、输出、责任人、验收证据和上下游关系。,可进入下一轮业务聚类评审
SANBAO-6635c2a5-治理合规,合规治理 Preset｜治理合规｜合规/规则扫描,待复核资产池,合规与风险审查员,合规治理 Preset,风险与合规,治理合规,合规/规则扫描,125,0.776,P3-先补证,p2s-ai-consumer-wellbeing-ethics；p2s-ai-consumer-wellbeing-ethics；p2s-capseal-agent-secret-mediation；p2s-capseal-agent-secret-mediation；p2s-capseal-agent-secret-mediation；p2s-return-fraud-detection；p2s-return-fraud-detection；p2s-vat-gst-compliance-automation,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,33 条源文件不可稳定读取；超过半数记录需要字段复核
SANBAO-17a1cd57-治理合规,合规治理 Preset｜治理合规｜工程模式/自动化,待复核资产池,合规与风险审查员,合规治理 Preset,风险与合规,治理合规,工程模式/自动化,17,0.855,P3-先补证,gdscript-codegen；pr-review；mergeiq；agentmail；twilio-voice-conversation-relay；competition-windows-pivot；competition-windows-pivot；competition-windows-pivot,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-8124364b-治理合规,合规治理 Preset｜治理合规｜按技能原文流程执行,待复核资产池,合规与风险审查员,合规治理 Preset,风险与合规,治理合规,按技能原文流程执行,41,0.67,P3-先补证,improve-codebase-architecture；KA 货架陈列规范检查清单（Planogram 对齐）；work-report-writer；defi-protocol-templates；odoo-security-rules；skill-vetter；typescript-javascript；glab-ssh-key,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,17 条源文件不可稳定读取；超过半数记录需要字段复核；核心能力未结构化
SANBAO-a6628e4b-数据质量,风险与合规 × 数据质量 Preset 候选｜数据质量｜DiD/因果推断,待复核资产池,待人工命名,风险与合规 × 数据质量 Preset 候选,风险与合规,数据质量,DiD/因果推断,38,0.849,P3-先补证,data-quality-assessment；agentic architecture；build-dashboard；editing-cordis-compositions；editing-cordis-compositions；editing-cordis-compositions；editing-cordis-compositions；editing-cordis-compositions,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-67b0af53-数据质量,风险与合规 × 数据质量 Preset 候选｜数据质量｜NLP/情感分析,原子技能组候选,待人工命名,风险与合规 × 数据质量 Preset 候选,风险与合规,数据质量,NLP/情感分析,2,0.95,P2-可评审,p2s-tool-calling-chain-of-thought；p2s-tool-calling-chain-of-thought,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-452af029-数据质量,风险与合规 × 数据质量 Preset 候选｜数据质量｜预测建模,原子技能组候选,待人工命名,风险与合规 × 数据质量 Preset 候选,风险与合规,数据质量,预测建模,2,0.95,P2-可评审,p2s-data-quality-monitor-alert；p2s-data-quality-monitor-alert,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-92ba8917-数据质量,风险与合规 × 数据质量 Preset 候选｜数据质量｜优化/运筹,待复核资产池,待人工命名,风险与合规 × 数据质量 Preset 候选,风险与合规,数据质量,优化/运筹,10,0.918,P3-先补证,p2s-llm-code-generation-data-pipeline；p2s-llm-code-generation-data-pipeline；analytics；gantt-chart-visualization；gantt-chart-visualization；analytics；production-code-audit；dependency-impact-analyzer,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-f0cb46c3-数据质量,风险与合规 × 数据质量 Preset 候选｜数据质量｜RAG/知识检索,原子技能组候选,待人工命名,风险与合规 × 数据质量 Preset 候选,风险与合规,数据质量,RAG/知识检索,4,0.95,P2-可评审,p2s-vlm-ecommerce-adaptation；p2s-vlm-ecommerce-adaptation；p2s-sql-agent-text-to-sql；p2s-sql-agent-text-to-sql,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
